"","X","stockid","stocklong","year","value","metric","scientificname","commonname","areaname","common_noaa"
"149",149,"ALBANATL","Albacore tuna North Atlantic",1976,1.12,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"150",150,"ALBANATL","Albacore tuna North Atlantic",1977,1.07,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"151",151,"ALBANATL","Albacore tuna North Atlantic",1978,1.03,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"152",152,"ALBANATL","Albacore tuna North Atlantic",1979,0.997,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"153",153,"ALBANATL","Albacore tuna North Atlantic",1980,0.963,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"154",154,"ALBANATL","Albacore tuna North Atlantic",1981,0.96,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"155",155,"ALBANATL","Albacore tuna North Atlantic",1982,0.967,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"156",156,"ALBANATL","Albacore tuna North Atlantic",1983,0.954,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"157",157,"ALBANATL","Albacore tuna North Atlantic",1984,0.919,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"158",158,"ALBANATL","Albacore tuna North Atlantic",1985,0.907,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"159",159,"ALBANATL","Albacore tuna North Atlantic",1986,0.897,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"160",160,"ALBANATL","Albacore tuna North Atlantic",1987,0.871,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"161",161,"ALBANATL","Albacore tuna North Atlantic",1988,0.865,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"162",162,"ALBANATL","Albacore tuna North Atlantic",1989,0.872,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"163",163,"ALBANATL","Albacore tuna North Atlantic",1990,0.883,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"164",164,"ALBANATL","Albacore tuna North Atlantic",1991,0.884,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"165",165,"ALBANATL","Albacore tuna North Atlantic",1992,0.906,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"166",166,"ALBANATL","Albacore tuna North Atlantic",1993,0.918,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"167",167,"ALBANATL","Albacore tuna North Atlantic",1994,0.916,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"168",168,"ALBANATL","Albacore tuna North Atlantic",1995,0.921,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"169",169,"ALBANATL","Albacore tuna North Atlantic",1996,0.917,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"170",170,"ALBANATL","Albacore tuna North Atlantic",1997,0.932,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"171",171,"ALBANATL","Albacore tuna North Atlantic",1998,0.95,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"172",172,"ALBANATL","Albacore tuna North Atlantic",1999,0.978,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"173",173,"ALBANATL","Albacore tuna North Atlantic",2000,0.983,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"174",174,"ALBANATL","Albacore tuna North Atlantic",2001,0.992,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"175",175,"ALBANATL","Albacore tuna North Atlantic",2002,1.02,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"176",176,"ALBANATL","Albacore tuna North Atlantic",2003,1.05,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"177",177,"ALBANATL","Albacore tuna North Atlantic",2004,1.07,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"178",178,"ALBANATL","Albacore tuna North Atlantic",2005,1.09,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"179",179,"ALBANATL","Albacore tuna North Atlantic",2006,1.1,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"180",180,"ALBANATL","Albacore tuna North Atlantic",2007,1.1,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"181",181,"ALBANATL","Albacore tuna North Atlantic",2008,1.13,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"182",182,"ALBANATL","Albacore tuna North Atlantic",2009,1.17,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"183",183,"ALBANATL","Albacore tuna North Atlantic",2010,1.22,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"184",184,"ALBANATL","Albacore tuna North Atlantic",2011,1.26,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"185",185,"ALBANATL","Albacore tuna North Atlantic",2012,1.3,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"186",186,"ALBANATL","Albacore tuna North Atlantic",2013,1.32,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"187",187,"ALBANATL","Albacore tuna North Atlantic",2014,1.34,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic","albacore tuna"
"188",188,"AMPL5YZ","American Plaice NAFO-5YZ",1980,2.899748226,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"189",189,"AMPL5YZ","American Plaice NAFO-5YZ",1981,2.205539025,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"190",190,"AMPL5YZ","American Plaice NAFO-5YZ",1982,1.916151675,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"191",191,"AMPL5YZ","American Plaice NAFO-5YZ",1983,1.61356527,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"192",192,"AMPL5YZ","American Plaice NAFO-5YZ",1984,1.42183566,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"193",193,"AMPL5YZ","American Plaice NAFO-5YZ",1985,0.862211032,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"194",194,"AMPL5YZ","American Plaice NAFO-5YZ",1986,0.626764324,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"195",195,"AMPL5YZ","American Plaice NAFO-5YZ",1987,0.643930724,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"196",196,"AMPL5YZ","American Plaice NAFO-5YZ",1988,0.651026169,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"197",197,"AMPL5YZ","American Plaice NAFO-5YZ",1989,0.611123827,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"198",198,"AMPL5YZ","American Plaice NAFO-5YZ",1990,0.62684062,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"199",199,"AMPL5YZ","American Plaice NAFO-5YZ",1991,0.833524071,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"200",200,"AMPL5YZ","American Plaice NAFO-5YZ",1992,0.894636454,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"201",201,"AMPL5YZ","American Plaice NAFO-5YZ",1993,0.781490806,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"202",202,"AMPL5YZ","American Plaice NAFO-5YZ",1994,0.757991913,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"203",203,"AMPL5YZ","American Plaice NAFO-5YZ",1995,0.63042649,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"204",204,"AMPL5YZ","American Plaice NAFO-5YZ",1996,0.653086137,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"205",205,"AMPL5YZ","American Plaice NAFO-5YZ",1997,0.769817655,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"206",206,"AMPL5YZ","American Plaice NAFO-5YZ",1998,0.852216373,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"207",207,"AMPL5YZ","American Plaice NAFO-5YZ",1999,0.736705577,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"208",208,"AMPL5YZ","American Plaice NAFO-5YZ",2000,0.765621424,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"209",209,"AMPL5YZ","American Plaice NAFO-5YZ",2001,0.738231479,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"210",210,"AMPL5YZ","American Plaice NAFO-5YZ",2002,0.581292439,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"211",211,"AMPL5YZ","American Plaice NAFO-5YZ",2003,0.467765316,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"212",212,"AMPL5YZ","American Plaice NAFO-5YZ",2004,0.39032578,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"213",213,"AMPL5YZ","American Plaice NAFO-5YZ",2005,0.392538338,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"214",214,"AMPL5YZ","American Plaice NAFO-5YZ",2006,0.46677348,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"215",215,"AMPL5YZ","American Plaice NAFO-5YZ",2007,0.61638819,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"216",216,"AMPL5YZ","American Plaice NAFO-5YZ",2008,0.85397116,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"217",217,"AMPL5YZ","American Plaice NAFO-5YZ",2009,0.990920882,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"218",218,"AMPL5YZ","American Plaice NAFO-5YZ",2010,1.067368582,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"219",219,"AMPL5YZ","American Plaice NAFO-5YZ",2011,1.13962005,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"220",220,"AMPL5YZ","American Plaice NAFO-5YZ",2012,1.130006867,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"221",221,"AMPL5YZ","American Plaice NAFO-5YZ",2013,1.100709545,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"222",222,"AMPL5YZ","American Plaice NAFO-5YZ",2014,0.837491417,"B/Bmsy","Hippoglossoides platessoides","American Plaice","Gulf of Maine / Georges Bank","flounder,atlantic,plaice"
"223",223,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1970,0.809,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"224",224,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1971,0.805,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"225",225,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1972,0.812,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"226",226,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1973,0.816,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"227",227,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1974,0.732,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"228",228,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1975,0.65,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"229",229,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1976,0.572,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"230",230,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1977,0.491,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"231",231,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1978,0.439,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"232",232,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1979,0.388,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"233",233,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1980,0.352,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"234",234,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1981,0.302,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"235",235,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1982,0.285,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"236",236,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1983,0.273,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"237",237,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1984,0.26,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"238",238,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1985,0.234,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"239",239,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1986,0.24,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"240",240,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1987,0.231,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"241",241,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1988,0.229,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"242",242,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1989,0.222,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"243",243,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1990,0.213,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"244",244,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1991,0.209,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"245",245,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1992,0.203,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"246",246,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1993,0.206,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"247",247,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1994,0.205,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"248",248,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1995,0.215,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"249",249,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1996,0.234,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"250",250,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1997,0.251,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"251",251,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1998,0.256,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"252",252,"ATBTUNAWATL","Bluefin tuna Western Atlantic",1999,0.249,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"253",253,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2000,0.253,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"254",254,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2001,0.249,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"255",255,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2002,0.244,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"256",256,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2003,0.244,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"257",257,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2004,0.252,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"258",258,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2005,0.258,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"259",259,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2006,0.268,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"260",260,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2007,0.301,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"261",261,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2008,0.319,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"262",262,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2009,0.331,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"263",263,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2010,0.362,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"264",264,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2011,0.442,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"265",265,"ATBTUNAWATL","Bluefin tuna Western Atlantic",2012,0.479,"B/Bmsy","Thunnus thynnus","Atlantic bluefin tuna","Western Atlantic","bluefin tuna"
"266",266,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1800,1.979591837,"B/Bmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"267",267,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1801,1.979591837,"B/Bmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"268",268,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1802,1.979591837,"B/Bmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"269",269,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1803,1.979591837,"B/Bmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"270",270,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1804,1.97755102,"B/Bmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"271",271,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1805,1.975510204,"B/Bmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"272",272,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1806,1.973469388,"B/Bmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
"273",273,"ATHAL5YZ","Atlantic Halibut NAFO-5YZ",1807,1.969387755,"B/Bmsy","Hippoglossus hippoglossus","Atlantic Halibut","Gulf of Maine / Georges Bank","atlantic halibut"
